legalRepresentative,qualityRepresentative,license,companyName,area,repositoryAddress,validTillDate,issuingAuthority,registrationAddress,licenseDate,businessScope,companyController
***,胡亚红,鄂DB0270608,武汉御苑大药房（普通合伙）,经济技术开发区（汉南区）,无,2021-11-08,武汉经济技术开发区（汉南区）行政审批局,武汉经济技术开发区观澜御苑.新新人家商铺1-18、1-19号,20161109,处方药(不含禁止类)、非处方药：中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)（含冷藏冷冻药品）***,王红艳
钱爱平,温秀香,鄂CB0275255,湖北新特药大药房连锁有限责任公司丁字桥店,武昌区,由湖北新特药大药房连锁有限责任公司配送,2020-12-10,武汉市武昌区食品药品监督管理局,武昌区武珞路特288#,20161110,处方药、非处方药（甲类、乙类）、;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗)、不含冷藏药品***,李靖波
钟广金,石萍,鄂DA0272203,武汉同医堂药房有限公司长港店,江汉区,***,2020-09-29,武汉市江汉区食品药品监督管理局,江汉区长港路88附7号,20161110,处方药(禁止类除外)、非处方药；中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)。******,周艳平
***,孙银兰,鄂CB0276547,武汉金国泰大药房连锁有限公司菩提苑店,江夏区,武汉金国泰大药房连锁有限公司统一配送,2021-11-09,武汉市江夏区食品药品监督管理局,武汉市江夏区大桥新区办事处菩提苑小区201栋5号商铺,20161110,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,翟小妹
戴仕友,陈雪梅,鄂DA0271335,武汉厚仁药业有限责任公司,江岸区,,2021-01-18,武汉市江岸区食品药品监督管理局,武汉市江岸区后湖街金桥大道20号（御景东方）商网1层1室,20161110,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,许娟娟
———,吴琪玲,鄂CB0276546,武汉璟泓万方堂大药房连锁有限公司武胜路店,硚口区,武汉璟泓万方堂大药房连锁有限公司配送,2021-11-09,武汉市硚口区食品药品监督管理局,武汉市硚口区人信.武胜里商业广场6-1-38、6-1-39号,20161110,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品（不含冷藏冷冻药品）***,张燕华
***,戚春姣,鄂DB0276545,武汉华品宇大药房,汉阳区,***,2021-11-09,武汉市汉阳区食品药品监督管理局,武汉市汉阳区四新南路191号江城明珠社区商铺15-7号,20161110,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)（不含冷藏冷冻药品）***,张光霞
王俊,王菲,鄂DA0276544,武汉市挚友大药房有限公司,汉阳区,***,2021-11-09,武汉市汉阳区食品药品监督管理局,武汉市汉阳区知音大道258号中海琴台华府7栋1层10室,20161110,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品（不含冷藏药品）***,李晶晶
———,黄贤,鄂DB0273339,武汉同心同缘大药房有限公司,硚口区,———,2020-02-01,武汉市硚口区食品药品监督管理局,武汉市硚口区陈家墩小区46栋裙楼商铺1层57室,20161111,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,汪胜峰
——,房宇暄,鄂CB2015123011,湖北同济堂药房有限公司光谷药店,洪山区,由湖北同济堂药房有限公司统一配送,2020-12-29,武汉市洪山区食品药品监督管理局,洪山区武黄公路１８９号华乐花园９幢２单元１－２层１８－２０轴号,20161111,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,陈立明
,杨小静,鄂CB0271296,武汉市百岁康大药房有限公司永清街分店,江岸区,,2018-01-13,武汉市江岸区食品药品监督管理局,武汉市江岸区京汉大道特1号B栋4单元1层1室,20161111,处方药(禁止类除外)、非处方药(甲类、乙类)、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、（含冷藏药品）***,刘赟
——,柴文,鄂CB0276550,湖北御方堂新药特药大药房有限公司南湖店,洪山区,由湖北御方堂新药特药大药房有限公司统一配送,2021-11-13,武汉市洪山区食品药品监督管理局,武汉市洪山区珞狮路322号湖北澳新教育专修学院C1-5学生公寓一单元一层,20161114,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,李三桂
杨静,张德高,鄂DA0272209,武汉好药师华苑大药房有限公司,江汉区,***,2020-12-11,武汉市江汉区食品药品监督管理局,江汉区红旗渠路华苑小区翠竹苑12栋门面3单元102号,20161114,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,李永平
———,郭亚雄,鄂CB0273445,湖北智仁大药房有限公司罗家墩店,硚口区,湖北智仁大药房有限公司配送,2020-11-01,武汉市硚口区食品药品监督管理局,武汉市硚口区古田路41号18栋10、11号,20161111,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,余建新
***,邱蕾,鄂CB0276548,湖北益生天济大药房连锁有限公司十升二路店,汉阳区,由湖北益生天济大药房连锁有限公司统一配送,2021-11-13,武汉市汉阳区食品药品监督管理局,武汉市汉阳区芳草路38号龙阳1号四期5号楼栋1-2层（4）商,20161114,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)（含冷藏药品）***,郑红云
----,王祺琦,鄂CB0276177,湖北万众森林大药房连锁有限公司建三店,青山区,由湖北万众森林大药房连锁有限公司统一配送,2019-04-01,武汉市青山区食品药品监督管理局,武汉市青山区41街坊18号楼1号商网,20161114,处方药(禁止类除外)、非处方药(甲类、乙类)、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品******,李莉
周雪飞,孙宇飞,鄂DA0275426,武汉应康大药房有限公司,武昌区,——,2021-01-26,武汉市武昌区食品药品监督管理局,武汉市武昌区粮道街80-82号,20161114,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品******,尹娟
张晨,耿立坚,鄂DB0273452,武汉天顺堂大药房有限公司,硚口区,———,2020-11-16,武汉市硚口区食品药品监督管理局,武汉市硚口区古田四路天顺园小区24栋1单元1层14号,20161115,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,张晨
--------,徐朝霞,鄂DB0271419,湖北同济堂药房有限公司天一药店,江岸区,-------,2021-04-24,武汉市江岸区食品药品监督管理局,武汉市江岸区丹水池街矿场路5号汉口新城一期B组团11-12栋商铺、架空栋1层商4、商5、商6房,20161116,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、不含冷藏冷冻药品***,万志华
——,吕艳平,鄂CB0276551,武汉海王星辰医药连锁有限公司武丰店,洪山区,由武汉海王星辰医药连锁有限公司统一配送,2021-11-14,武汉市洪山区食品药品监督管理局,武汉市洪山区武丰村武汉TCL康城绿洲B、C地块X1单元1-2层4商号,20161115,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品。（不含冷藏冷冻药品）***,朱孝娥
----,熊隽,鄂CB0276553,武汉为民天寿大药房有限公司青康居店,青山区,由武汉为民天寿大药房有限公司统一配送,2021-11-15,武汉市青山区食品药品监督管理局,武汉市青山区红钢城街道建设十一路17号青山区老工业区安居工程（12村）二期（青康居）5、6栋1层商2（-2）,20161116,处方药(禁止类除外)、非处方药(甲类、乙类)、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品******,赵艳
,魏海涛,鄂CB0279451,湖北智仁大药房有限公司五岭店,黄陂区,,2020-02-16,武汉市黄陂区市场监督管理局,武汉市黄陂区古潭大道,20161116,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,余建新
史曼丽,王欢,鄂DA2015123001,武汉保民康大药房有限公司,洪山区,——,2020-12-29,武汉市洪山区食品药品监督管理局,武汉市洪山区南湖综合生鲜市场,20161116,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、（含冷藏、冷冻药品）******,张小洁
***,张蔓,鄂CB0272374,武汉海王星辰医药连锁有限公司常青一路店,江汉区,由武汉海王星辰医药连锁有限公司统一配送,2020-10-13,武汉市江汉区食品药品监督管理局,江汉区常青一路10号福星惠誉福星城10栋1-2层商8,20161117,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外。******,朱孝娥
***,杨慧,鄂CB0272365,武汉海王星辰医药连锁有限公司民生路店,江汉区,由武汉海王星辰医药连锁有限公司统一配送,2020-08-31,武汉市江汉区食品药品监督管理局,武汉市江汉区民生路161号,20161117,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外。******,朱孝娥
***,张磊,鄂CB0272292,武汉海王星辰医药连锁有限公司万松园店,江汉区,由武汉海王星辰医药连锁有限公司统一配送,2020-01-13,武汉市江汉区食品药品监督管理局,武汉市江汉区万松园路144号振华大厦临街一楼北侧门面一间,20161117,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外。******,朱孝娥
——,吴玉华,鄂CB0275352,武汉市汉深大药房连锁有限公司玉桥新都店,武昌区,由武汉市汉深大药房连锁有限公司配送,2020-01-28,武汉市武昌区食品药品监督管理局,武汉市武昌区和平大道108号玉桥新都8、9栋裙楼1层2室,20161117,处方药、非处方药（甲类、乙类）：中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗)、不含冷藏药品***,刘敏
***,汪艳峰,鄂CB0272274,武汉海王星辰医药连锁有限公司新华路店,江汉区,由武汉海王星辰医药连锁有限公司统一配送,2019-12-08,武汉市江汉区食品药品监督管理局,武汉市江汉区新华路652号（马场小路30号）4栋,20161117,处方药(禁止类除外)、非处方药；中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外。******,朱孝娥
***,吴东波,鄂CB0272381,武汉海王星辰医药连锁有限公司蔡家田店,江汉区,由武汉海王星辰医药连锁有限公司统一配送,2020-10-13,武汉市江汉区食品药品监督管理局,武汉市江汉区唐蔡路28号积益小区C栋1层4号和5号,20161117,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外。******,朱孝娥
——,韩惠芳,鄂CB0275006,武汉市汉深大药房连锁有限公司中华路分店,武昌区,由武汉市汉深大药房连锁有限公司配送,2020-01-28,武汉市武昌区食品药品监督管理局,武汉市武昌区解放路457号,20161117,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、不含冷藏药品******,刘敏
——,向丹,鄂CB0275228,武汉市汉深大药房连锁有限公司喻家湖分店,武昌区,由武汉市汉深大药房连锁有限公司配送,2020-01-28,武汉市武昌区食品药品监督管理局,武汉市武昌区喻家湖路87号（喻家湖社区29栋1单元1号）,20161117,处方药、非处方药（甲类、乙类）：中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗)、不含冷藏药品***,刘敏
王奋,张毅,鄂CB0271340(更),武汉可旺健康药房有限公司后湖南路店,江岸区,,2019-05-08,武汉市江岸区食品药品监督管理局,"武汉市江岸区后湖生态花园一期1,4,5栋商网1层12室",20161118,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张筱冬
李程,石满花,鄂DA0276557,武汉益世健康大药房有限公司,江岸区,***,2021-11-17,武汉市江岸区食品药品监督管理局,武汉市江岸区后湖街道幸福大道百步亭世博园第208幢1-2层商铺3号房,20161118,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,陈旭
邓智勇,段惠文,鄂CA0276555,武汉市佳源堂大药房连锁有限公司南德国际店,黄陂区,武汉市黄陂区前川街创新大道8号同联顺工业园7-1-1、7-2-1、7-3-1、7-4-1,2021-11-17,武汉市黄陂区市场监督管理局,武汉市黄陂区前川街定远村南德国际城二期第S-10幢1-2层房1、2号,20161118,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,邓智勇
——,田向阳,鄂DB0276554,武汉市万年康大药房有限公司石牌岭店,洪山区,——,2021-11-17,武汉市洪山区食品药品监督管理局,武汉市洪山区珞南街道洪达巷9号二层2-27号,20161118,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,罗芬
沈剑,张锐,鄂DB0273397,武汉福春堂大药房有限公司,硚口区,———,2020-06-25,武汉市硚口区食品药品监督管理局,武汉市硚口区解放大道77号赛达国际小区22号23号门面,20161121,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,郑家燕
******,周桂峰,鄂CB0272200,湖北智仁大药房有限公司安厦花园店,江夏区,湖北智仁大药房有限公司统一配送,2020-06-03,武汉市江夏区食品药品监督管理局,武汉市江夏区金港开发区金港一号17号楼东区一楼门牌号81#,20161121,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,余建新
___,台志华,鄂CB0275005,武汉市汉深大药房连锁有限公司余家头分店,武昌区,由武汉市汉深大药房连锁有限公司配送,2020-01-28,武汉市武昌区食品药品监督管理局,武昌和平大道1018号,20161121,处方药、非处方药(甲类、乙类);中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,刘敏
——,张红霞,鄂CB0275387,武汉市汉深大药房连锁有限公司杨园分店,武昌区,由武汉市汉深大药房连锁有限公司配送,2020-01-28,武汉市武昌区食品药品监督管理局,武昌区杨园街柴林头小区4-5号,20161121,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、不含冷藏药品******,刘敏
——,梅学进,鄂CB0275178,武汉市汉深大药房连锁有限公司保康分店,武昌区,由武汉市汉深大药房连锁有限公司配送,2020-01-28,武汉市武昌区食品药品监督管理局,武昌区静安上城2号楼1层商铺14号,20161121,处方药、非处方药（甲类、乙类）：中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、不含冷藏药品***,刘敏
——,吴尚敏,鄂CB0277134,国中医药连锁有限责任公司第九十六分店,洪山区,由国中医药连锁有限责任公司统一配送,2020-01-29,武汉市洪山区食品药品监督管理局,洪山区厂前路84号,20161121,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品***,朱荔萱
***,余芳,鄂CB0279094,湖北心连心药房连锁有限责任公司中央大街店,江夏区,湖北心连心药房连锁有限责任公司统一配送,2019-11-06,武汉市江夏区食品药品监督管理局,武汉市江夏区首席生态家园第1幢1单元1层商25、39、40号,20161121,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,肖国祥
———,定明龙,鄂CB0273329,武汉江瀚大药房连锁有限公司广大分店,硚口区,武汉江瀚大药房连锁有限公司配送,2020-01-12,武汉市硚口区食品药品监督管理局,武汉市硚口区荣华西村6栋一层商网103室,20161122,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,章明
邓智勇,肖艳,鄂CA0276558,武汉市佳源堂大药房连锁有限公司江北店,黄陂区,武汉市黄陂区前川街创新大道8号同联顺工业园7-1-1、7-2-1、7-3-1、7-4-1,2021-11-21,武汉市黄陂区市场监督管理局,武汉市黄陂区潘家田小区双凤大道755号,20161122,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,邓智勇
***,高炫,鄂CB0271031,湖北中联大药房连锁有限公司宝安花园分店,武昌区,由湖北中联大药房连锁有限公司配送,2019-12-12,武汉市武昌区食品药品监督管理局,武汉市武昌区宝安花园公建A栋1层2室,20161122,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏药品***,赵冬枝
夏唯,周汇文,鄂DB0279132,武汉施州御草堂大药房有限公司栗庙店,江夏区,－－－－－,2021-01-12,武汉市江夏区食品药品监督管理局,武汉江夏经济开发区藏龙岛栗庙新村还建房111-112号,20161121,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,段春林
***,吴艳红,鄂CB0276343,老百姓大药房连锁（湖北）有限公司武汉玫瑰...,汉阳区,由老百姓大药房连锁（湖北）有限公司统一配送,2021-07-07,武汉市汉阳区食品药品监督管理局,武汉市汉阳区二桥小区西区63栋1层3、4、5号商网,20161123,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏药品）***,杨芬
***,晏曼,鄂CB0276559,湖北美罗汇健康药房有限公司常青五路店,江汉区,由湖北美罗汇健康药房有限公司统一配送,2021-11-22,武汉市江汉区食品药品监督管理局,武汉市江汉区阳光花园三期北苑11栋1层1、2号商铺,20161123,处方药(不含禁止类)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品。（不含冷藏冷冻药品）******,王立优
----,陈颖,鄂CB0276025,武汉马应龙大药房连锁股份有限公司沿港药店,青山区,由武汉马应龙大药房连锁股份有限公司统一配送,2020-01-26,武汉市青山区食品药品监督管理局,武汉市青山区沿港路3号,20161124,处方药(禁止类除外)、非处方药(甲类、乙类)、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品******,夏瑛
----,田承芳,鄂CB0276016,武汉马应龙大药房连锁股份有限公司南干渠药...,青山区,由武汉马应龙大药房连锁股份有限公司统一配送,2020-06-23,武汉市青山区食品药品监督管理局,武汉市青山区35街10门1楼,20161124,处方药(禁止类除外)、非处方药(甲类、乙类)、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品******,夏瑛
***,王静,鄂CB0279402,武汉市永生公大药房连锁有限公司姚集新春药...,黄陂区,由武汉市永生公大药房连锁有限公司配送,2020-09-21,武汉市黄陂区市场监督管理局,武汉市黄陂区姚家集街百业街,20161124,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品***,裴海清
陶卉,李付生,鄂DA0277160,武汉市中益堂大药房有限公司,洪山区,——,2020-02-14,武汉市洪山区食品药品监督管理局,武汉市洪山区白沙洲南国都市二期商铺34号门面,20161124,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,陶卉
***,陈勇,鄂CB0279348,武汉市永生公大药房连锁有限公司滠口佩佩药...,黄陂区,由武汉市永生公大药房连锁有限公司配送,2020-01-18,武汉市黄陂区市场监督管理局,黄陂区滠口街拓展大道55号、57号,20161124,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,裴海清
******,姜婷,鄂CB0279371,武汉市永生公大药房连锁有限公司永生公药店,黄陂区,由武汉市永生公大药房连锁有限公司配送,2020-05-13,武汉市黄陂区市场监督管理局,前川民安街153号,20161124,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,裴海清
裴海清,郭红娟,鄂CB0279439,武汉市永生公大药房连锁有限公司爱民药店,黄陂区,由武汉市永生公大药房连锁有限公司配送,2020-10-28,武汉市黄陂区市场监督管理局,武汉市黄陂区祁家湾街朝前街,20161124,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,裴海清
******,龚蝶,鄂CB0279328,武汉市永生公大药房连锁有限公司仁心药店,黄陂区,由武汉市永生公大药房连锁有限公司配送,2020-01-18,武汉市黄陂区市场监督管理局,前川街板桥大道70号,20161124,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,裴海清
*****,熊婷薇,鄂CB0279380,武汉市永生公大药房连锁有限公司王家河一药...,黄陂区,由武汉市永生公大药房连锁有限公司配送,2020-07-21,武汉市黄陂区市场监督管理局,武汉市黄陂区王家河镇沿河街,20161124,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,裴海清
***,汪哓露,鄂DB0274303,民光武汉大药房有限公司阳新店,汉阳区,***,2019-10-14,武汉市汉阳区食品药品监督管理局,武汉市汉阳区阳新路4号,20161124,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品***,吴胜林
******,杨巨华,鄂CB0279381,武汉市永生公大药房连锁有限公司德仁堂药店,黄陂区,由武汉市永生公大药房连锁有限公司配送,2020-07-21,武汉市黄陂区市场监督管理局,武汉市黄陂区长轩岭明清街农民小区6-7号,20161124,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,裴海清
******,蔡斌,鄂CB0279341,武汉市永生公大药房连锁有限公司前川一药店,黄陂区,由武汉市永生公大药房连锁有限公司配送,2020-01-18,武汉市黄陂区市场监督管理局,武汉市黄陂区前川大南街225-227号,20161124,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,裴海清
,洪光辉,鄂CB0271392,武汉海王星辰医药连锁有限公司永清街店,江岸区,,2020-08-02,武汉市江岸区食品药品监督管理局,武汉市江岸区永清路43号永清庭苑3栋1层13室,20161124,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,朱孝娥
,刘艳华,鄂CB0271350,武汉海王星辰医药连锁有限公司东立店,江岸区,,2019-11-24,武汉市江岸区食品药品监督管理局,武汉市江岸区二七路东立国际第4栋1层39号,20161124,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,朱孝娥
*******,梅四敏,鄂CB0279339,武汉市永生公大药房连锁有限公司六指三药店,黄陂区,由武汉市永生公大药房连锁有限公司配送,2020-01-18,武汉市黄陂区市场监督管理局,武汉市黄陂区六指街六什路,20161124,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,裴海清
,金保林,鄂CB0271364,武汉海王星辰医药连锁有限公司澳门路店,江岸区,,2020-12-10,武汉市江岸区食品药品监督管理局,武汉市江岸区澳门路144号,20161124,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,朱孝娥
,刘勇,鄂CB0271366,武汉海王星辰医药连锁有限公司兰陵路店,江岸区,,2020-12-10,武汉市江岸区食品药品监督管理局,武汉市江岸区上海街兰陵路84号一层,20161124,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,朱孝娥
肖远飞,潘丽,鄂DA2015123005,武汉好药师凯旋门大药房有限公司,洪山区,——,2020-12-29,武汉市洪山区食品药品监督管理局,洪山区和平乡徐东路7号附1号商铺,20161125,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、（含冷藏冷冻药品）***,胡晓莉
***,隋宁海,鄂CB0274299,武汉健康人大药房有限公司红瑞堂马沧湖分店,汉阳区,由武汉健康人大药房有限公司统一配送,2019-09-28,武汉市汉阳区食品药品监督管理局,武汉市汉阳区马沧湖路59号统建水岸人家5栋1层商4-1、4-2室,20161128,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)（含冷藏药品）***,张长辉
***,夏林源,鄂CB0274350,武汉健康人大药房有限公司红瑞堂三里坡分店,汉阳区,由武汉健康人大药房有限公司统一配送,2020-02-01,武汉市汉阳区食品药品监督管理局,"武汉市汉阳区三里坡路江欣苑一期西面商铺第23,24门面",20161128,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)（含冷藏药品）***,张长辉
***,张金安,鄂CB0274424,武汉健康人大药房有限公司红瑞堂陶馨阁分店,汉阳区,由武汉健康人大药房有限公司统一配送,2020-08-25,武汉市汉阳区食品药品监督管理局,武汉市汉阳区陶家岭村4号楼4号商铺一楼,20161128,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外)（含冷藏药品）***,张长辉
殷涛,汪陈平,鄂DA0276567,武汉元博医堂大药房有限公司,江汉区,***,2021-11-27,武汉市江汉区食品药品监督管理局,武汉市江汉区香港路269号,20161128,处方药(不含禁止类与限制类药品)、非处方药;中药饮片、中成药。（不含冷藏冷冻药品）。******,殷涛
----,桂明,鄂CB0276014,武汉市汉深大药房连锁有限公司工业四路店,青山区,由武汉市汉深大药房连锁有限公司统一配送,2020-03-10,武汉市青山区食品药品监督管理局,武汉市青山区102街坊,20161128,处方药(禁止类除外)、非处方药(甲类、乙类)、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品******,刘敏
———,黄书芳,鄂CB0273485,武汉市美佳康大药房有限公司汉口店,硚口区,武汉市美佳康大药房有限公司配送,2020-12-24,武汉市硚口区食品药品监督管理局,武汉市硚口区汉水一村225号4栋1单元102室、101室,20161129,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,黄书龙
***,秦震宇,鄂CB0274297,武汉健康人大药房有限公司红瑞堂三里民居分...,汉阳区,由武汉健康人大药房有限公司统一配送,2019-09-28,武汉市汉阳区食品药品监督管理局,武汉市汉阳区三里坡三里民居1栋1-2层1室301、302,20161128,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)（含冷藏药品）***,张长辉
李永波,朱莉,鄂DA0270501,武汉和运堂大药房有限公司,东湖生态旅游风景区,,2019-06-22,武汉市东湖生态旅游风景区食品药品监督管理局,武汉市欢乐大道东湖景园86号,20161129,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,李永波
